"","sim","DiscountedCost","DiscountedQALY","LY","group"
"99",25,265173.741798841,1.05320287481475,2.08214677793547,"TDxD-Chemo"
"100",25,280692.184713321,1.05042648775086,2.07724649219285,"TDxD-SG"
"101",26,188450.37801199,0.830351514349661,1.68375061386789,"Chemo-Chemo"
"102",26,266146.408606049,1.00037809587964,2.13316371716039,"Chemo-TDxd"
"103",26,312622.662944969,1.1729884864867,2.34459031435377,"TDxD-Chemo"
"104",26,329581.583225009,1.17297554706602,2.34456504819324,"TDxD-SG"
"105",27,178286.112657881,0.792382928808949,1.67641769044696,"Chemo-Chemo"
"106",27,285881.23844392,1.0030281323834,2.19000785119974,"Chemo-TDxd"
"107",27,310905.394320414,1.07696851300335,2.32848445936206,"TDxD-Chemo"
"108",27,316218.022752225,1.00621707116843,2.19696457532664,"TDxD-SG"
"109",28,171047.237114422,0.768615332341716,1.65797425228125,"Chemo-Chemo"
"110",28,237990.323258737,0.942638366981254,1.96101359603997,"Chemo-TDxd"
"111",28,264702.345103812,1.02225365449821,2.01300648192928,"TDxD-Chemo"
"112",28,279452.899950018,1.02225622991563,2.01301093124045,"TDxD-SG"
"113",29,187121.401724587,0.79135072065906,1.67223948581044,"Chemo-Chemo"
"114",29,251676.017775869,0.941102857697813,1.96254922421606,"Chemo-TDxd"
"115",29,282043.978345139,1.09465483932343,2.14732542828422,"TDxD-Chemo"
"116",29,279180.686166953,1.03284638512638,2.02772828859718,"TDxD-SG"
"117",30,177275.708092838,0.776240936516219,1.69606977247166,"Chemo-Chemo"
"118",30,241382.015133852,0.88361766700445,1.94717927780747,"Chemo-TDxd"
"119",30,278327.38453181,1.00489081471597,2.07091738360937,"TDxD-Chemo"
"120",30,294138.218502144,1.00488366315649,2.07090114047423,"TDxD-SG"
"121",31,177789.816210238,0.692096981030945,1.69370752600863,"Chemo-Chemo"
"122",31,238602.381450179,0.80359716998298,1.95281421153079,"Chemo-TDxd"
"123",31,282700.058416816,0.907332930602959,2.13968280950963,"TDxD-Chemo"
"124",31,288419.008417726,0.872195591642656,2.05810742704729,"TDxD-SG"
"125",32,163145.693711661,0.685031514302327,1.65194178021598,"Chemo-Chemo"
"126",32,220514.824238466,0.797526574114819,1.89600676143591,"Chemo-TDxd"
"127",32,262562.80968399,0.909371421740543,2.0361276918284,"TDxD-Chemo"
"128",32,283499.327473456,0.950704075380882,2.12567679962327,"TDxD-SG"
"129",33,195066.491566714,0.721977720591478,1.69160767265176,"Chemo-Chemo"
"130",33,251597.800035881,0.841066672810371,1.95622391327427,"Chemo-TDxd"
"131",33,279107.942081986,0.902606098859533,2.08270773321075,"TDxD-Chemo"
"132",33,292310.585688068,0.902606583296618,2.08270877449579,"TDxD-SG"
"133",34,168547.914399247,0.781701961622988,1.68685652186734,"Chemo-Chemo"
"134",34,234725.340131404,0.902800311126192,1.91282035764266,"Chemo-TDxd"
"135",34,291752.234995339,1.05388628659301,2.09527209366489,"TDxD-Chemo"
"136",34,309613.714211143,1.05326767761342,2.0941253734534,"TDxD-SG"
"137",35,168032.119726658,0.83789335470336,1.69379753394773,"Chemo-Chemo"
"138",35,249375.319628093,0.952247962657076,1.98819201326447,"Chemo-TDxd"
"139",35,317553.223233508,1.11329594963367,2.25354118228641,"TDxD-Chemo"
"140",35,329620.003802664,1.08482626245852,2.19599369478215,"TDxD-SG"
"141",36,182754.531617771,0.772426400962623,1.72566940087457,"Chemo-Chemo"
"142",36,254646.692718132,0.902896576038462,1.99677538199677,"Chemo-TDxd"
"143",36,303856.347082099,1.04453022546376,2.21165151154516,"TDxD-Chemo"
"144",36,339214.930394383,1.07192970235196,2.26885095559724,"TDxD-SG"
"145",37,180486.496009953,0.740669946406371,1.68707371537279,"Chemo-Chemo"
"146",37,235152.624483466,0.837187415576622,1.87483353874868,"Chemo-TDxd"
"147",37,298052.97430618,0.965043652013922,2.06426142599824,"TDxD-Chemo"
"148",37,305227.886262096,0.963035916632202,2.06038779241566,"TDxD-SG"
"149",38,178401.653979918,0.718811123699527,1.74298604559959,"Chemo-Chemo"
"150",38,261535.54350648,0.848305191544279,2.0739225437471,"Chemo-TDxd"
"151",38,311205.981538836,0.953672158420248,2.27794313986966,"TDxD-Chemo"
"152",38,339832.391429207,0.971438864716363,2.32330325617905,"TDxD-SG"
"153",39,194634.094974192,0.765659725551923,1.69373907400809,"Chemo-Chemo"
"154",39,255723.038219094,0.86993846352847,1.9352481698129,"Chemo-TDxd"
"155",39,299933.74362925,1.03466927995643,2.08078243552,"TDxD-Chemo"
"156",39,316432.947290357,1.05305149965012,2.12184207442757,"TDxD-SG"
"157",40,165719.942428408,0.747954894628534,1.59534715555596,"Chemo-Chemo"
"158",40,217031.852962269,0.864837629195269,1.84070257288739,"Chemo-TDxd"
"159",40,248830.338322754,0.987698676549406,1.99440108474779,"TDxD-Chemo"
"160",40,268930.457336928,1.04020586545491,2.10475087324701,"TDxD-SG"
"161",41,188841.613475407,0.789502374476202,1.68198023774619,"Chemo-Chemo"
"162",41,241517.870255222,0.947306467933198,1.97693471776375,"Chemo-TDxd"
"163",41,274723.89380243,1.09434383986042,2.22987771347904,"TDxD-Chemo"
"164",41,272815.862047419,1.04472524688385,2.13942819058255,"TDxD-SG"
"165",42,179822.860361964,0.757991910438637,1.66203772154532,"Chemo-Chemo"
"166",42,248624.212641691,0.891844118413709,1.91467006671877,"Chemo-TDxd"
"167",42,283358.11936797,0.999301255756309,2.0414147801068,"TDxD-Chemo"
"168",42,305767.403348262,1.05792418610057,2.15202260761566,"TDxD-SG"
"169",43,165734.56695334,0.797651299248032,1.67418127490559,"Chemo-Chemo"
"170",43,252772.134315138,1.0098701958949,2.06475683207509,"Chemo-TDxd"
"171",43,294128.480516336,1.14987898822273,2.17423680728849,"TDxD-Chemo"
"172",43,332851.890159283,1.21975328261563,2.30259198718568,"TDxD-SG"
"173",44,186765.179389949,0.729079192314771,1.65673451707766,"Chemo-Chemo"
"174",44,236069.674226689,0.832457256177476,1.82795294268126,"Chemo-TDxd"
"175",44,300292.697684934,1.02551556530367,2.1308624962731,"TDxD-Chemo"
"176",44,309753.507810573,1.01417574548993,2.11034967367744,"TDxD-SG"
"177",45,177119.426324123,0.756669993875232,1.70481470489998,"Chemo-Chemo"
"178",45,236513.120053116,0.889034970753827,1.99378946112958,"Chemo-TDxd"
"179",45,256647.354743131,1.00718250870312,2.13062512370155,"TDxD-Chemo"
"180",45,270289.323793486,0.983818678551386,2.07974770483456,"TDxD-SG"
"181",46,188342.640450246,0.707701415920073,1.60562650131503,"Chemo-Chemo"
"182",46,240814.843248227,0.824919077663403,1.84446773873936,"Chemo-TDxd"
"183",46,269300.521099252,0.924113196975827,2.00933214162842,"TDxD-Chemo"
"184",46,296380.477445601,0.946933619983684,2.05602304485755,"TDxD-SG"
"185",47,162951.130591436,0.834274624459565,1.58273850599888,"Chemo-Chemo"
"186",47,238630.909439392,1.02107435835771,2.01761483843746,"Chemo-TDxd"
"187",47,276753.48858624,1.21449326752534,2.26730151538773,"TDxD-Chemo"
"188",47,292123.702573898,1.18086985628544,2.20996108062469,"TDxD-SG"
"189",48,179182.914382223,0.628032114151722,1.76131003611121,"Chemo-Chemo"
"190",48,240600.560086938,0.736311297088798,2.02870952626661,"Chemo-TDxd"
"191",48,285999.341917006,0.881142859871023,2.2908137807183,"TDxD-Chemo"
"192",48,314327.37844292,0.888487234615411,2.30906616566676,"TDxD-SG"
"193",49,165090.352882596,0.71572443754648,1.67356814471897,"Chemo-Chemo"
"194",49,247360.218984214,0.837774313137982,1.96241647726139,"Chemo-TDxd"
"195",49,304587.79091318,1.06149087143205,2.18854922014144,"TDxD-Chemo"
"196",49,329770.04824759,1.07732918078728,2.22514477785054,"TDxD-SG"
"197",50,189975.121602202,0.805773913335679,1.67871508016122,"Chemo-Chemo"
"198",50,261507.618603471,0.976267636997831,2.00247534168748,"Chemo-TDxd"
"199",50,284625.954359931,1.05836297927044,2.11950329676787,"TDxD-Chemo"
"200",50,321501.089961852,1.08807321539037,2.17480975886551,"TDxD-SG"
"201",51,192866.821256058,0.80424252506139,1.76219510932529,"Chemo-Chemo"
"202",51,238842.65662696,0.905106222565322,1.98044083608181,"Chemo-TDxd"
"203",51,271963.454049311,1.09532927471951,2.26259424353511,"TDxD-Chemo"
"204",51,282961.728865016,1.08751501708238,2.24557344619133,"TDxD-SG"
"205",52,179226.180624949,0.85121394599959,1.6937634126327,"Chemo-Chemo"
"206",52,231799.95867597,0.979551662218878,1.94550362699362,"Chemo-TDxd"
"207",52,260496.110242521,1.08978132699299,2.08225816504753,"TDxD-Chemo"
"208",52,293780.209935922,1.15346164899052,2.20725255967389,"TDxD-SG"
"209",53,179039.266310299,0.806093663163042,1.73445047035191,"Chemo-Chemo"
"210",53,241069.827598153,0.969140025773048,2.02333116521127,"Chemo-TDxd"
"211",53,293389.575376235,1.10182110910699,2.29975985984646,"TDxD-Chemo"
"212",53,296944.488604515,1.07504351852249,2.25241779374144,"TDxD-SG"
"213",54,186757.014193317,0.660820165127875,1.68820123990774,"Chemo-Chemo"
"214",54,232394.889932096,0.765260632904503,1.94051471369664,"Chemo-TDxd"
"215",54,261437.06618538,0.881786478325132,2.09322420920115,"TDxD-Chemo"
"216",54,291968.075030889,0.935329818912698,2.21921270028382,"TDxD-SG"
"217",55,154629.238240042,0.753125268437419,1.60838201104477,"Chemo-Chemo"
"218",55,225052.768335378,0.919705153749208,1.91108005671563,"Chemo-TDxd"
"219",55,258802.798112253,1.0244868812072,2.08288901611023,"TDxD-Chemo"
"220",55,283817.518601696,1.03202544183575,2.09660548776371,"TDxD-SG"
"221",56,191035.897552305,0.630619806663377,1.71451695836925,"Chemo-Chemo"
"222",56,261311.49479517,0.733485337607219,1.97700767733245,"Chemo-TDxd"
"223",56,299996.601995657,0.844138520091207,2.096541669021,"TDxD-Chemo"
"224",56,335923.576053242,0.898019361986083,2.23401856129553,"TDxD-SG"
"225",57,177354.476848343,0.754579831049284,1.68711785260012,"Chemo-Chemo"
"226",57,241763.97324905,0.886550068148822,1.94615586513549,"Chemo-TDxd"
"227",57,292056.880643189,1.0736961978191,2.1733933801637,"TDxD-Chemo"
"228",57,312529.083550203,1.06664305168478,2.15945159005362,"TDxD-SG"
